gene ID,gene name,mRNA,miRNAs
ENSG00000112855,HARS2,ENST00000448069.2,-
ENSG00000112855,HARS2,ENST00000642452.1,-
ENSG00000168556,ING2,ENST00000302327.4,-
ENSG00000168556,ING2,ENST00000412117.1,-
ENSG00000113916,BCL6,ENST00000621333.4,-
ENSG00000113916,BCL6,ENST00000406870.7,-
ENSG00000113916,BCL6,ENST00000419510.6,hsa-miR-210-3p
ENSG00000113916,BCL6,ENST00000232014.8,-
ENSG00000113916,BCL6,ENST00000450123.6,-
ENSG00000113916,BCL6,ENST00000430339.5,-
ENSG00000113916,BCL6,ENST00000438077.1,hsa-miR-122-5p
ENSG00000204568,MRPS18B,ENST00000259873.5,hsa-miR-615-3p
ENSG00000168843,FSTL5,ENST00000306100.10,-
ENSG00000168843,FSTL5,ENST00000379164.8,-
ENSG00000168843,FSTL5,ENST00000427802.2,-
ENSG00000149256,TENM4,ENST00000278550.12,hsa-miR-92a-3p
ENSG00000149256,TENM4,ENST00000530738.1,-
ENSG00000149256,TENM4,ENST00000533525.1,-
ENSG00000149256,TENM4,ENST00000533074.1,-
ENSG00000149256,TENM4,ENST00000527736.5,-
ENSG00000105655,ISYNA1,ENST00000582811.6,-
ENSG00000105655,ISYNA1,ENST00000338128.13,hsa-miR-320a-3p
ENSG00000105655,ISYNA1,ENST00000457269.8,-
ENSG00000105655,ISYNA1,ENST00000581672.5,-
ENSG00000105655,ISYNA1,ENST00000578963.5,-
ENSG00000105655,ISYNA1,ENST00000582770.6,-
ENSG00000105655,ISYNA1,ENST00000577820.5,-
ENSG00000105655,ISYNA1,ENST00000578352.5,-
ENSG00000105655,ISYNA1,ENST00000581800.5,-
ENSG00000105655,ISYNA1,ENST00000583534.1,-
ENSG00000276240,OR4E1,ENST00000641792.2,-
ENSG00000276240,OR4E1,ENST00000610316.2,-
ENSG00000100445,SDR39U1,ENST00000399395.8,-
ENSG00000100445,SDR39U1,ENST00000553930.5,-
ENSG00000100445,SDR39U1,ENST00000538105.6,-
ENSG00000100445,SDR39U1,ENST00000554698.5,-
ENSG00000100445,SDR39U1,ENST00000555365.5,-
ENSG00000100445,SDR39U1,ENST00000553343.5,-
ENSG00000100445,SDR39U1,ENST00000556249.1,-
ENSG00000100445,SDR39U1,ENST00000555225.5,-
ENSG00000100445,SDR39U1,ENST00000555355.5,-
ENSG00000100445,SDR39U1,ENST00000556523.1,-
ENSG00000170485,NPAS2,ENST00000335681.10,hsa-miR-320a-3p
ENSG00000170485,NPAS2,ENST00000427413.5,-
ENSG00000170485,NPAS2,ENST00000448812.5,-
ENSG00000170485,NPAS2,ENST00000451740.1,-
ENSG00000170485,NPAS2,ENST00000450763.1,-
ENSG00000170485,NPAS2,ENST00000433408.1,-
ENSG00000137343,ATAT1,ENST00000318999.11,-
ENSG00000137343,ATAT1,ENST00000376485.8,"hsa-miR-296-3p,hsa-miR-100-5p"
ENSG00000137343,ATAT1,ENST00000330083.6,-
ENSG00000137343,ATAT1,ENST00000319027.9,-
ENSG00000137343,ATAT1,ENST00000376483.8,-
ENSG00000137343,ATAT1,ENST00000329992.12,-
ENSG00000186881,OR13F1,ENST00000334726.3,-
ENSG00000162399,BSND,ENST00000651561.1,-
ENSG00000184507,NUTM1,ENST00000537011.6,-
ENSG00000184507,NUTM1,ENST00000614490.4,-
ENSG00000184507,NUTM1,ENST00000438749.7,-
ENSG00000184507,NUTM1,ENST00000333756.4,-
ENSG00000148136,OR13C4,ENST00000277216.3,-
ENSG00000186943,OR13C8,ENST00000335040.1,-
ENSG00000277556,OR13C5,ENST00000374779.3,-
ENSG00000087263,OGFOD1,ENST00000569802.5,-
ENSG00000087263,OGFOD1,ENST00000562150.5,-
ENSG00000087263,OGFOD1,ENST00000561646.5,-
ENSG00000087263,OGFOD1,ENST00000565682.5,-
ENSG00000087263,OGFOD1,ENST00000336111.9,-
ENSG00000087263,OGFOD1,ENST00000566157.6,"hsa-miR-222-3p,hsa-miR-192-5p,hsa-miR-122-5p,hsa-miR-30e-5p"
ENSG00000087263,OGFOD1,ENST00000568397.1,-
ENSG00000276119,OR13C2,ENST00000542196.2,-
ENSG00000136839,OR13C9,ENST00000259362.1,-
ENSG00000116157,GPX7,ENST00000361314.5,-
ENSG00000136783,NIPSNAP3A,ENST00000374767.5,hsa-miR-192-5p
ENSG00000165028,NIPSNAP3B,ENST00000374762.4,-
ENSG00000165028,NIPSNAP3B,ENST00000460936.5,-
ENSG00000143036,SLC44A3,ENST00000446120.6,-
ENSG00000143036,SLC44A3,ENST00000271227.11,-
ENSG00000143036,SLC44A3,ENST00000527077.5,-
ENSG00000143036,SLC44A3,ENST00000529450.5,-
ENSG00000143036,SLC44A3,ENST00000467909.5,-
ENSG00000143036,SLC44A3,ENST00000422520.6,-
ENSG00000143036,SLC44A3,ENST00000532427.5,hsa-miR-17-5p
ENSG00000143036,SLC44A3,ENST00000475883.5,-
ENSG00000143036,SLC44A3,ENST00000532670.1,-
ENSG00000154127,UBASH3B,ENST00000284273.6,-
ENSG00000165029,ABCA1,ENST00000374736.8,"hsa-miR-181b-5p,hsa-miR-92a-3p,hsa-miR-33a-5p,hsa-miR-320a-3p,hsa-miR-33b-5p,hsa-miR-130a-3p"
ENSG00000165029,ABCA1,ENST00000678995.1,"hsa-miR-130a-3p,hsa-miR-130b-3p"
ENSG00000165029,ABCA1,ENST00000423487.6,-
ENSG00000165029,ABCA1,ENST00000374733.1,-
ENSG00000129657,SEC14L1,ENST00000561721.6,-
ENSG00000129657,SEC14L1,ENST00000589827.5,-
ENSG00000129657,SEC14L1,ENST00000392476.6,-
ENSG00000129657,SEC14L1,ENST00000430767.8,"hsa-miR-378a-3p,hsa-miR-708-5p,hsa-miR-320c"
ENSG00000129657,SEC14L1,ENST00000586429.5,-
ENSG00000129657,SEC14L1,ENST00000588880.5,-
ENSG00000129657,SEC14L1,ENST00000585618.5,-
ENSG00000129657,SEC14L1,ENST00000436233.9,hsa-miR-320c
ENSG00000129657,SEC14L1,ENST00000443798.8,-
ENSG00000129657,SEC14L1,ENST00000587820.1,-
ENSG00000129657,SEC14L1,ENST00000591786.5,-
ENSG00000129657,SEC14L1,ENST00000591437.5,-
ENSG00000129657,SEC14L1,ENST00000588616.6,-
ENSG00000129657,SEC14L1,ENST00000431431.6,-
ENSG00000129657,SEC14L1,ENST00000590483.1,-
ENSG00000129657,SEC14L1,ENST00000589202.1,-
ENSG00000129657,SEC14L1,ENST00000588488.1,-
ENSG00000163872,YEATS2,ENST00000305135.10,"hsa-miR-10a-5p,hsa-miR-378a-5p,hsa-let-7b-5p,hsa-miR-345-5p"
ENSG00000163872,YEATS2,ENST00000432781.1,-
ENSG00000140526,ABHD2,ENST00000569411.5,-
ENSG00000140526,ABHD2,ENST00000569550.5,-
ENSG00000140526,ABHD2,ENST00000565066.5,-
ENSG00000140526,ABHD2,ENST00000565973.5,-
ENSG00000140526,ABHD2,ENST00000352732.10,"hsa-miR-16-5p,hsa-miR-6807-5p,hsa-miR-92a-3p,hsa-miR-320a-3p,hsa-miR-93-5p"
ENSG00000071205,ARHGAP10,ENST00000336498.8,hsa-miR-17-5p
ENSG00000071205,ARHGAP10,ENST00000507661.1,-
ENSG00000165553,NGB,ENST00000298352.5,-
ENSG00000258453,OR11H2,ENST00000641517.1,-
ENSG00000258453,OR11H2,ENST00000556246.3,-
ENSG00000010361,FUZ,ENST00000313777.9,-
ENSG00000010361,FUZ,ENST00000525130.5,-
ENSG00000010361,FUZ,ENST00000529634.2,-
ENSG00000010361,FUZ,ENST00000528094.5,-
ENSG00000010361,FUZ,ENST00000533418.5,-
ENSG00000010361,FUZ,ENST00000525370.5,-
ENSG00000010361,FUZ,ENST00000377092.8,-
ENSG00000010361,FUZ,ENST00000528043.5,-
ENSG00000010361,FUZ,ENST00000527585.5,-
ENSG00000010361,FUZ,ENST00000529302.1,-
ENSG00000010361,FUZ,ENST00000526575.1,-
ENSG00000010361,FUZ,ENST00000525800.5,-
ENSG00000010361,FUZ,ENST00000527111.2,-
ENSG00000010361,FUZ,ENST00000526435.1,-
ENSG00000139915,MDGA2,ENST00000426342.7,hsa-miR-122-5p
ENSG00000139915,MDGA2,ENST00000399232.8,"hsa-miR-1269b,hsa-miR-122-5p"
ENSG00000139915,MDGA2,ENST00000357362.7,-
ENSG00000139915,MDGA2,ENST00000557238.5,-
ENSG00000139915,MDGA2,ENST00000554762.5,-
ENSG00000139915,MDGA2,ENST00000482848.7,-
ENSG00000139915,MDGA2,ENST00000486952.2,-
ENSG00000101003,GINS1,ENST00000696810.1,-
ENSG00000101003,GINS1,ENST00000696806.1,-
ENSG00000101003,GINS1,ENST00000262460.5,-
ENSG00000101003,GINS1,ENST00000696862.1,-
ENSG00000101003,GINS1,ENST00000696870.1,-
ENSG00000101003,GINS1,ENST00000696874.1,-
ENSG00000101003,GINS1,ENST00000696807.1,hsa-miR-1285-3p
ENSG00000101003,GINS1,ENST00000696804.1,-
ENSG00000101003,GINS1,ENST00000696894.1,-
ENSG00000101003,GINS1,ENST00000696875.1,-
ENSG00000101003,GINS1,ENST00000696876.1,-
ENSG00000101003,GINS1,ENST00000696793.1,-
ENSG00000101003,GINS1,ENST00000696878.1,-
ENSG00000101003,GINS1,ENST00000696814.1,-
ENSG00000101003,GINS1,ENST00000484893.2,-
ENSG00000101003,GINS1,ENST00000696895.1,-
ENSG00000101003,GINS1,ENST00000696896.1,-
ENSG00000065427,KARS1,ENST00000319410.9,"hsa-miR-221-3p,hsa-miR-181b-5p,hsa-miR-874-3p"
ENSG00000065427,KARS1,ENST00000302445.8,-
ENSG00000065427,KARS1,ENST00000568378.5,-
ENSG00000065427,KARS1,ENST00000564578.5,-
ENSG00000065427,KARS1,ENST00000562875.5,-
ENSG00000065427,KARS1,ENST00000566249.5,-
ENSG00000065427,KARS1,ENST00000566772.1,-
ENSG00000065427,KARS1,ENST00000568682.5,-
ENSG00000065427,KARS1,ENST00000570215.1,-
ENSG00000204300,TMEM225,ENST00000375026.7,-
ENSG00000204300,TMEM225,ENST00000528595.1,-
ENSG00000134910,STT3A,ENST00000527606.5,-
ENSG00000134910,STT3A,ENST00000529196.5,-
ENSG00000134910,STT3A,ENST00000392708.9,"hsa-miR-328-3p,hsa-miR-194-5p"
ENSG00000134910,STT3A,ENST00000649491.1,-
ENSG00000134910,STT3A,ENST00000531491.5,-
ENSG00000134910,STT3A,ENST00000525652.5,-
ENSG00000134910,STT3A,ENST00000529886.1,-
ENSG00000134910,STT3A,ENST00000526726.1,-
ENSG00000115641,FHL2,ENST00000409177.6,-
ENSG00000115641,FHL2,ENST00000322142.13,-
ENSG00000115641,FHL2,ENST00000530340.6,-
ENSG00000115641,FHL2,ENST00000393353.7,-
ENSG00000115641,FHL2,ENST00000344213.9,-
ENSG00000115641,FHL2,ENST00000393352.7,-
ENSG00000115641,FHL2,ENST00000358129.8,-
ENSG00000115641,FHL2,ENST00000409807.5,-
ENSG00000115641,FHL2,ENST00000408995.5,-
ENSG00000115641,FHL2,ENST00000452732.1,-
ENSG00000115641,FHL2,ENST00000607522.1,-
ENSG00000115641,FHL2,ENST00000447958.1,-
ENSG00000125798,FOXA2,ENST00000419308.7,-
ENSG00000125798,FOXA2,ENST00000377115.4,-
ENSG00000169397,RNASE3,ENST00000304639.4,-
ENSG00000122068,FYTTD1,ENST00000428738.5,hsa-miR-194-5p
ENSG00000122068,FYTTD1,ENST00000494309.5,-
ENSG00000122068,FYTTD1,ENST00000415708.6,-
ENSG00000122068,FYTTD1,ENST00000412924.5,-
ENSG00000122068,FYTTD1,ENST00000241502.9,hsa-miR-194-5p
ENSG00000122068,FYTTD1,ENST00000418169.5,-
ENSG00000122068,FYTTD1,ENST00000426031.5,-
ENSG00000122068,FYTTD1,ENST00000424384.2,-
ENSG00000211780,TRAV6,ENST00000390428.3,-
ENSG00000211781,TRAV7,ENST00000390429.3,-
ENSG00000211782,TRAV8-1,ENST00000390430.2,-
ENSG00000211783,TRAV9-1,ENST00000390431.3,-
ENSG00000211784,TRAV10,ENST00000390432.2,-
ENSG00000211785,TRAV12-1,ENST00000390433.1,-
ENSG00000211786,TRAV8-2,ENST00000390434.3,-
ENSG00000211787,TRAV8-3,ENST00000390435.1,-
ENSG00000132664,POLR3F,ENST00000697645.1,-
ENSG00000132664,POLR3F,ENST00000697647.1,-
ENSG00000132664,POLR3F,ENST00000697649.1,-
ENSG00000132664,POLR3F,ENST00000697650.1,-
ENSG00000132664,POLR3F,ENST00000697651.1,-
ENSG00000132664,POLR3F,ENST00000462997.6,-
ENSG00000132664,POLR3F,ENST00000697652.1,-
ENSG00000132664,POLR3F,ENST00000377603.5,-
ENSG00000132664,POLR3F,ENST00000497333.5,-
ENSG00000132664,POLR3F,ENST00000697653.1,-
ENSG00000132664,POLR3F,ENST00000697654.1,-
ENSG00000132664,POLR3F,ENST00000697655.1,-
ENSG00000132664,POLR3F,ENST00000697656.1,-
ENSG00000132664,POLR3F,ENST00000697657.1,-
ENSG00000132664,POLR3F,ENST00000697658.1,-
ENSG00000132664,POLR3F,ENST00000489753.1,-
ENSG00000132664,POLR3F,ENST00000697660.1,-
ENSG00000211788,TRAV13-1,ENST00000390436.2,-
ENSG00000211789,TRAV12-2,ENST00000390437.2,-
ENSG00000211790,TRAV8-4,ENST00000390438.2,-
ENSG00000211791,TRAV13-2,ENST00000390439.2,-
ENSG00000140522,RLBP1,ENST00000268125.10,-
ENSG00000140522,RLBP1,ENST00000563254.1,-
ENSG00000140522,RLBP1,ENST00000567787.1,-
ENSG00000211792,TRAV14DV4,ENST00000390440.2,-
ENSG00000211793,TRAV9-2,ENST00000390441.2,-
ENSG00000211794,TRAV12-3,ENST00000390442.3,-
ENSG00000211795,TRAV8-6,ENST00000390443.3,-
ENSG00000211796,TRAV16,ENST00000390444.1,-
ENSG00000211797,TRAV17,ENST00000390445.2,-
ENSG00000211798,TRAV18,ENST00000390446.3,-
ENSG00000211799,TRAV19,ENST00000390447.3,-
ENSG00000211800,TRAV20,ENST00000390448.3,-
ENSG00000211801,TRAV21,ENST00000390449.3,-
ENSG00000211802,TRAV22,ENST00000390450.3,-
ENSG00000211803,TRAV23DV6,ENST00000390451.2,-
ENSG00000211804,TRDV1,ENST00000390452.2,-
ENSG00000211805,TRAV24,ENST00000390453.1,-
ENSG00000211806,TRAV25,ENST00000390454.2,-
ENSG00000211807,TRAV26-1,ENST00000390455.3,-
ENSG00000104960,PTOV1,ENST00000594151.5,-
ENSG00000104960,PTOV1,ENST00000601612.5,-
ENSG00000104960,PTOV1,ENST00000600603.5,-
ENSG00000104960,PTOV1,ENST00000601638.5,-
ENSG00000104960,PTOV1,ENST00000391842.5,"hsa-miR-378a-5p,hsa-miR-125b-5p,hsa-miR-877-3p"
ENSG00000104960,PTOV1,ENST00000599732.5,hsa-miR-877-3p
ENSG00000104960,PTOV1,ENST00000601675.5,-
ENSG00000104960,PTOV1,ENST00000600793.1,-
ENSG00000104960,PTOV1,ENST00000601093.5,-
ENSG00000104960,PTOV1,ENST00000597730.1,-
ENSG00000211808,TRAV8-7,ENST00000390456.3,-
ENSG00000211809,TRAV27,ENST00000390457.2,-
ENSG00000211810,TRAV29DV5,ENST00000390458.3,-
ENSG00000259092,TRAV30,ENST00000557168.1,-
ENSG00000211812,TRAV26-2,ENST00000390460.1,-
ENSG00000211813,TRAV34,ENST00000390461.2,-
ENSG00000089050,RBBP9,ENST00000337227.9,hsa-miR-1249-3p
ENSG00000211815,TRAV36DV7,ENST00000390463.3,-
ENSG00000211816,TRAV38-1,ENST00000390464.2,-
ENSG00000211817,TRAV38-2DV8,ENST00000390465.2,-
ENSG00000211818,TRAV39,ENST00000390466.1,-
ENSG00000163904,SENP2,ENST00000430355.5,-
ENSG00000163904,SENP2,ENST00000453532.5,-
ENSG00000163904,SENP2,ENST00000439684.5,-
ENSG00000163904,SENP2,ENST00000413407.5,-
ENSG00000163904,SENP2,ENST00000296257.10,"hsa-miR-30d-5p,hsa-miR-30c-5p,hsa-let-7c-5p"
ENSG00000163904,SENP2,ENST00000458551.1,-
ENSG00000163904,SENP2,ENST00000444509.1,-
ENSG00000261609,GAN,ENST00000648349.2,-
ENSG00000261609,GAN,ENST00000648994.2,"hsa-miR-16-5p,hsa-miR-26a-5p,hsa-miR-92a-3p"
ENSG00000261609,GAN,ENST00000650388.1,-
ENSG00000211819,TRAV40,ENST00000390467.3,-
ENSG00000140199,SLC12A6,ENST00000354181.8,hsa-miR-652-3p
ENSG00000140199,SLC12A6,ENST00000290209.9,-
ENSG00000140199,SLC12A6,ENST00000676379.1,-
ENSG00000140199,SLC12A6,ENST00000397707.6,-
ENSG00000140199,SLC12A6,ENST00000560611.5,-
ENSG00000140199,SLC12A6,ENST00000458406.6,-
ENSG00000140199,SLC12A6,ENST00000559523.5,-
ENSG00000140199,SLC12A6,ENST00000559664.5,-
ENSG00000140199,SLC12A6,ENST00000397702.6,-
ENSG00000140199,SLC12A6,ENST00000560164.5,-
ENSG00000140199,SLC12A6,ENST00000561080.5,-
ENSG00000140199,SLC12A6,ENST00000558667.5,-
ENSG00000140199,SLC12A6,ENST00000558589.5,-
ENSG00000140199,SLC12A6,ENST00000561120.5,-
ENSG00000140199,SLC12A6,ENST00000559236.5,-
ENSG00000140199,SLC12A6,ENST00000559484.1,-
ENSG00000211820,TRAV41,ENST00000390468.1,-
ENSG00000174473,GALNTL6,ENST00000511251.1,-
ENSG00000174473,GALNTL6,ENST00000506823.6,-
ENSG00000174473,GALNTL6,ENST00000508122.5,-
ENSG00000174473,GALNTL6,ENST00000616459.1,-
ENSG00000211896,IGHG1,ENST00000390548.6,-
ENSG00000211896,IGHG1,ENST00000390549.6,-
ENSG00000211896,IGHG1,ENST00000390542.6,-
ENSG00000101310,SEC23B,ENST00000336714.8,"hsa-miR-130a-3p,hsa-miR-23b-3p"
ENSG00000101310,SEC23B,ENST00000646240.1,-
ENSG00000101310,SEC23B,ENST00000450074.6,-
ENSG00000101310,SEC23B,ENST00000262544.6,-
ENSG00000101310,SEC23B,ENST00000643747.1,-
ENSG00000101310,SEC23B,ENST00000474619.1,-
ENSG00000101310,SEC23B,ENST00000645851.1,-
ENSG00000101310,SEC23B,ENST00000377465.6,"hsa-miR-20a-5p,hsa-miR-192-5p,hsa-miR-130a-3p,hsa-miR-30c-5p"
ENSG00000101310,SEC23B,ENST00000650089.1,hsa-miR-192-5p
ENSG00000101310,SEC23B,ENST00000422877.1,-
ENSG00000211897,IGHG3,ENST00000641136.1,-
ENSG00000211897,IGHG3,ENST00000390551.6,-
ENSG00000204564,C6orf136,ENST00000484551.1,-
ENSG00000204564,C6orf136,ENST00000293604.10,-
ENSG00000204564,C6orf136,ENST00000488383.5,-
ENSG00000204564,C6orf136,ENST00000376473.9,-
ENSG00000204564,C6orf136,ENST00000463794.1,-
ENSG00000204564,C6orf136,ENST00000651131.1,-
ENSG00000204564,C6orf136,ENST00000376471.8,-
ENSG00000204564,C6orf136,ENST00000446773.6,-
ENSG00000204564,C6orf136,ENST00000487873.1,-
ENSG00000204564,C6orf136,ENST00000465699.5,-
ENSG00000204564,C6orf136,ENST00000467801.2,-
ENSG00000204564,C6orf136,ENST00000468785.1,-
ENSG00000146007,ZMAT2,ENST00000519913.6,-
ENSG00000146007,ZMAT2,ENST00000274712.8,hsa-miR-186-5p
ENSG00000146007,ZMAT2,ENST00000506644.3,-
ENSG00000007384,RHBDF1,ENST00000262316.10,-
ENSG00000007384,RHBDF1,ENST00000428730.5,-
ENSG00000007384,RHBDF1,ENST00000448893.1,-
ENSG00000007384,RHBDF1,ENST00000417043.5,-
ENSG00000007384,RHBDF1,ENST00000450643.5,-
ENSG00000007384,RHBDF1,ENST00000419764.1,-
ENSG00000211898,IGHD,ENST00000390556.6,-
ENSG00000282419,TEX13D,ENST00000632372.3,-
ENSG00000211899,IGHM,ENST00000637539.2,-
ENSG00000211899,IGHM,ENST00000390559.6,-
ENSG00000065243,PKN2,ENST00000316005.11,-
ENSG00000065243,PKN2,ENST00000370521.8,"hsa-miR-378a-3p,hsa-miR-615-3p"
ENSG00000065243,PKN2,ENST00000370513.9,-
ENSG00000065243,PKN2,ENST00000436111.1,-
ENSG00000065243,PKN2,ENST00000449189.1,-
ENSG00000147257,GPC3,ENST00000370818.8,"hsa-miR-16-5p,hsa-miR-17-5p,hsa-miR-19b-3p,hsa-miR-320a-3p"
ENSG00000147257,GPC3,ENST00000394299.7,"hsa-miR-16-5p,hsa-miR-92a-3p,hsa-miR-217-5p"
ENSG00000147257,GPC3,ENST00000689310.1,-
ENSG00000147257,GPC3,ENST00000406757.3,-
ENSG00000147257,GPC3,ENST00000692084.1,-
ENSG00000147257,GPC3,ENST00000631057.2,-
ENSG00000147257,GPC3,ENST00000684880.1,-
ENSG00000164303,ENPP6,ENST00000296741.7,-
ENSG00000164303,ENPP6,ENST00000512353.1,-
ENSG00000204970,PCDHA1,ENST00000378133.4,-
ENSG00000204970,PCDHA1,ENST00000504120.4,-
ENSG00000204970,PCDHA1,ENST00000394633.7,-
ENSG00000211900,IGHJ6,ENST00000390560.2,-
ENSG00000242472,IGHJ5,ENST00000488476.1,-
ENSG00000240041,IGHJ4,ENST00000461719.1,-
ENSG00000242887,IGHJ3,ENST00000463911.1,-
ENSG00000211904,IGHJ2,ENST00000390564.2,-
ENSG00000211905,IGHJ1,ENST00000390565.1,-
ENSG00000236597,IGHD7-27,ENST00000439842.1,-
ENSG00000211907,IGHD1-26,ENST00000390567.1,-
ENSG00000225825,IGHD6-25,ENST00000452198.1,-
ENSG00000211909,IGHD5-24,ENST00000390569.1,-
ENSG00000237020,IGHD1-20,ENST00000450276.1,-
ENSG00000211914,IGHD6-19,ENST00000390574.1,-
ENSG00000211915,IGHD5-18,ENST00000390575.1,-
ENSG00000227108,IGHD1-14,ENST00000451044.1,-
ENSG00000182552,RWDD4,ENST00000326397.10,-
ENSG00000182552,RWDD4,ENST00000327570.13,-
ENSG00000182552,RWDD4,ENST00000510968.5,-
ENSG00000182552,RWDD4,ENST00000510702.5,-
ENSG00000182552,RWDD4,ENST00000512740.1,-
ENSG00000182552,RWDD4,ENST00000514322.1,-
ENSG00000182552,RWDD4,ENST00000506467.1,-
ENSG00000211920,IGHD6-13,ENST00000390580.1,-
ENSG00000109929,SC5D,ENST00000527762.5,-
ENSG00000109929,SC5D,ENST00000534230.5,-
ENSG00000109929,SC5D,ENST00000264027.9,"hsa-miR-30a-5p,hsa-miR-193a-3p,hsa-miR-93-3p,hsa-miR-27a-3p,hsa-let-7b-5p"
ENSG00000109929,SC5D,ENST00000392789.2,-
ENSG00000211921,IGHD5-12,ENST00000390581.1,-
ENSG00000211923,IGHD3-10,ENST00000390583.1,-
ENSG00000211924,IGHD3-9,ENST00000390584.1,-
ENSG00000237197,IGHD1-7,ENST00000430425.1,-
ENSG00000228131,IGHD6-6,ENST00000454691.1,-
ENSG00000211928,IGHD5-5,ENST00000390588.1,-
ENSG00000204560,DHX16,ENST00000376437.9,-
ENSG00000204560,DHX16,ENST00000376442.8,"hsa-miR-92a-3p,hsa-miR-107"
ENSG00000204560,DHX16,ENST00000415603.1,-
ENSG00000211930,IGHD3-3,ENST00000390590.1,-
ENSG00000236170,IGHD1-1,ENST00000454908.1,-
ENSG00000211933,IGHV6-1,ENST00000390593.2,-
ENSG00000211934,IGHV1-2,ENST00000390594.3,-
ENSG00000103148,NPRL3,ENST00000622194.4,-
ENSG00000103148,NPRL3,ENST00000611875.5,hsa-miR-615-3p
ENSG00000103148,NPRL3,ENST00000399953.7,-
ENSG00000103148,NPRL3,ENST00000621703.4,hsa-miR-615-3p
ENSG00000103148,NPRL3,ENST00000483663.5,-
ENSG00000103148,NPRL3,ENST00000457916.5,-
ENSG00000103148,NPRL3,ENST00000422814.5,-
ENSG00000103148,NPRL3,ENST00000468260.5,-
ENSG00000103148,NPRL3,ENST00000456528.5,-
ENSG00000103148,NPRL3,ENST00000419636.1,-
ENSG00000211935,IGHV1-3,ENST00000390595.3,-
ENSG00000276775,IGHV4-4,ENST00000455737.2,-
ENSG00000204969,PCDHA2,ENST00000378132.2,-
ENSG00000204969,PCDHA2,ENST00000526136.2,-
ENSG00000204969,PCDHA2,ENST00000520672.2,-
ENSG00000282122,IGHV7-4-1,ENST00000631943.1,-
ENSG00000211937,IGHV2-5,ENST00000390597.3,-
ENSG00000255408,PCDHA3,ENST00000532566.3,-
ENSG00000255408,PCDHA3,ENST00000522353.3,-
ENSG00000211938,IGHV3-7,ENST00000390598.2,-
ENSG00000204967,PCDHA4,ENST00000378125.4,-
ENSG00000204967,PCDHA4,ENST00000618834.1,hsa-miR-20a-5p
ENSG00000204967,PCDHA4,ENST00000530339.2,-
ENSG00000204967,PCDHA4,ENST00000512229.6,-
ENSG00000204967,PCDHA4,ENST00000672575.1,-
ENSG00000211970,IGHV4-61,ENST00000390630.3,-
ENSG00000136918,WDR38,ENST00000613760.4,-
ENSG00000136918,WDR38,ENST00000618744.4,-
ENSG00000136918,WDR38,ENST00000373574.2,-
ENSG00000223648,IGHV3-64,ENST00000454421.2,-
ENSG00000211972,IGHV3-66,ENST00000390632.2,-
ENSG00000161267,BDH1,ENST00000392379.6,-
ENSG00000161267,BDH1,ENST00000392378.6,hsa-miR-122-5p
ENSG00000161267,BDH1,ENST00000358186.6,-
ENSG00000161267,BDH1,ENST00000651856.1,-
ENSG00000161267,BDH1,ENST00000441275.5,-
ENSG00000161267,BDH1,ENST00000446746.5,-
ENSG00000161267,BDH1,ENST00000455876.1,-
ENSG00000161267,BDH1,ENST00000434143.5,-
ENSG00000161267,BDH1,ENST00000432819.5,-
ENSG00000161267,BDH1,ENST00000431056.5,-
ENSG00000161267,BDH1,ENST00000445160.2,-
ENSG00000088179,PTPN4,ENST00000263708.7,hsa-miR-17-5p
ENSG00000088179,PTPN4,ENST00000420482.5,hsa-let-7d-5p
ENSG00000088179,PTPN4,ENST00000488279.6,-
ENSG00000088179,PTPN4,ENST00000433888.5,-
ENSG00000088179,PTPN4,ENST00000430976.5,-
ENSG00000088179,PTPN4,ENST00000431283.1,-
ENSG00000088179,PTPN4,ENST00000441089.1,-
ENSG00000204965,PCDHA5,ENST00000614258.1,-
ENSG00000204965,PCDHA5,ENST00000529859.2,-
ENSG00000204965,PCDHA5,ENST00000529619.5,-
ENSG00000164168,TMEM184C,ENST00000508208.5,hsa-miR-26b-5p
ENSG00000164168,TMEM184C,ENST00000296582.8,hsa-miR-182-5p
ENSG00000164168,TMEM184C,ENST00000505999.5,-
ENSG00000211973,IGHV1-69,ENST00000390633.2,-
ENSG00000211974,IGHV2-70D,ENST00000390634.3,-
ENSG00000166118,SPATA19,ENST00000299140.8,-
ENSG00000166118,SPATA19,ENST00000532889.1,-
ENSG00000188523,CFAP77,ENST00000393215.7,-
ENSG00000188523,CFAP77,ENST00000393216.3,hsa-miR-9901
ENSG00000188523,CFAP77,ENST00000343036.6,-
ENSG00000081842,PCDHA6,ENST00000378126.4,-
ENSG00000081842,PCDHA6,ENST00000529310.6,-
ENSG00000081842,PCDHA6,ENST00000527624.1,-
ENSG00000281990,IGHV1-69-2,ENST00000632209.1,-
ENSG00000280411,IGHV1-69D,ENST00000624687.1,-
ENSG00000274576,IGHV2-70,ENST00000617374.2,-
ENSG00000225698,IGHV3-72,ENST00000433072.2,-
ENSG00000211976,IGHV3-73,ENST00000390636.2,-
ENSG00000224650,IGHV3-74,ENST00000424969.2,-
ENSG00000188394,GPR21,ENST00000616002.3,-
ENSG00000260230,FRRS1L,ENST00000561981.5,-
ENSG00000260230,FRRS1L,ENST00000644747.1,-
ENSG00000260230,FRRS1L,ENST00000644736.1,-
ENSG00000260230,FRRS1L,ENST00000642299.1,-
