gene ID,gene name,mRNA,miRNAs
ENSG00000173692,PSMD1,ENST00000678460.1,-
ENSG00000173692,PSMD1,ENST00000676740.1,-
ENSG00000173692,PSMD1,ENST00000678241.1,-
ENSG00000173692,PSMD1,ENST00000308696.11,-
ENSG00000173692,PSMD1,ENST00000431051.6,-
ENSG00000173692,PSMD1,ENST00000440838.5,-
ENSG00000173692,PSMD1,ENST00000678140.1,hsa-miR-500a-5p
ENSG00000173692,PSMD1,ENST00000373635.9,-
ENSG00000173692,PSMD1,ENST00000677158.1,-
ENSG00000173692,PSMD1,ENST00000444007.2,-
ENSG00000025796,SEC63,ENST00000369002.9,"hsa-miR-19b-3p,hsa-miR-33a-5p,hsa-miR-186-5p,hsa-miR-19a-3p,hsa-miR-9-5p,hsa-let-7a-5p,hsa-miR-296-3p,hsa-miR-26a-5p,hsa-miR-30c-2-3p"
ENSG00000025796,SEC63,ENST00000429168.1,-
ENSG00000025796,SEC63,ENST00000446496.1,-
ENSG00000065057,NTHL1,ENST00000219066.5,-
ENSG00000065057,NTHL1,ENST00000651522.1,-
ENSG00000065057,NTHL1,ENST00000566380.5,-
ENSG00000065057,NTHL1,ENST00000651570.2,-
ENSG00000065057,NTHL1,ENST00000651583.1,-
ENSG00000065057,NTHL1,ENST00000568513.5,-
ENSG00000065057,NTHL1,ENST00000561841.1,-
ENSG00000256591,,ENST00000541135.5,-
ENSG00000256591,,ENST00000538594.5,-
ENSG00000256591,,ENST00000544801.5,-
ENSG00000256591,,ENST00000543044.2,-
ENSG00000123349,PFDN5,ENST00000551018.5,-
ENSG00000123349,PFDN5,ENST00000549759.2,-
ENSG00000123349,PFDN5,ENST00000628881.2,-
ENSG00000123349,PFDN5,ENST00000550880.5,-
ENSG00000123349,PFDN5,ENST00000351500.7,-
ENSG00000123349,PFDN5,ENST00000676468.1,-
ENSG00000123349,PFDN5,ENST00000550846.5,-
ENSG00000123349,PFDN5,ENST00000243040.10,-
ENSG00000123349,PFDN5,ENST00000334478.9,-
ENSG00000123349,PFDN5,ENST00000547130.6,-
ENSG00000123349,PFDN5,ENST00000552742.6,-
ENSG00000151474,FRMD4A,ENST00000357447.7,-
ENSG00000151474,FRMD4A,ENST00000495956.3,-
ENSG00000151474,FRMD4A,ENST00000264546.10,-
ENSG00000151474,FRMD4A,ENST00000632570.1,-
ENSG00000151474,FRMD4A,ENST00000477221.2,-
ENSG00000151474,FRMD4A,ENST00000650014.1,-
ENSG00000151474,FRMD4A,ENST00000650137.1,-
ENSG00000151474,FRMD4A,ENST00000640906.1,-
ENSG00000151474,FRMD4A,ENST00000649155.1,-
ENSG00000151474,FRMD4A,ENST00000649246.1,-
ENSG00000151474,FRMD4A,ENST00000649099.1,-
ENSG00000151474,FRMD4A,ENST00000648400.1,-
ENSG00000151474,FRMD4A,ENST00000649947.1,-
ENSG00000151474,FRMD4A,ENST00000649423.1,-
ENSG00000151474,FRMD4A,ENST00000648761.1,-
ENSG00000151474,FRMD4A,ENST00000493380.5,-
ENSG00000151474,FRMD4A,ENST00000475141.2,-
ENSG00000169020,ATP5ME,ENST00000304312.5,hsa-miR-877-3p
ENSG00000175155,YPEL2,ENST00000312655.9,-
ENSG00000175155,YPEL2,ENST00000585166.1,-
ENSG00000175155,YPEL2,ENST00000672916.2,-
ENSG00000167985,SDHAF2,ENST00000542794.5,-
ENSG00000167985,SDHAF2,ENST00000542074.1,-
ENSG00000167985,SDHAF2,ENST00000534878.5,-
ENSG00000167985,SDHAF2,ENST00000301761.7,-
ENSG00000167985,SDHAF2,ENST00000359614.9,-
ENSG00000167985,SDHAF2,ENST00000537782.5,-
ENSG00000167985,SDHAF2,ENST00000536250.1,-
ENSG00000167985,SDHAF2,ENST00000543265.1,-
ENSG00000261739,GOLGA8S,ENST00000562295.3,-
ENSG00000169026,SLC49A3,ENST00000322224.9,-
ENSG00000169026,SLC49A3,ENST00000347950.9,-
ENSG00000169026,SLC49A3,ENST00000404286.6,-
ENSG00000169026,SLC49A3,ENST00000515118.5,-
ENSG00000169026,SLC49A3,ENST00000503156.5,-
ENSG00000169026,SLC49A3,ENST00000512249.1,-
ENSG00000169026,SLC49A3,ENST00000507165.5,-
ENSG00000167962,ZNF598,ENST00000562103.2,"hsa-miR-769-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-17-5p,hsa-miR-331-3p,hsa-miR-34a-5p,hsa-miR-20a-5p,hsa-miR-744-5p"
ENSG00000167962,ZNF598,ENST00000564556.1,-
ENSG00000167962,ZNF598,ENST00000567625.1,-
ENSG00000162148,PPP1R32,ENST00000338608.7,-
ENSG00000162148,PPP1R32,ENST00000432063.6,-
ENSG00000162148,PPP1R32,ENST00000542951.5,-
ENSG00000162148,PPP1R32,ENST00000535545.5,-
ENSG00000162148,PPP1R32,ENST00000366212.8,-
ENSG00000162148,PPP1R32,ENST00000538185.1,-
ENSG00000012171,SEMA3B,ENST00000621029.4,-
ENSG00000012171,SEMA3B,ENST00000618865.4,-
ENSG00000012171,SEMA3B,ENST00000616701.5,-
ENSG00000012171,SEMA3B,ENST00000433753.4,-
ENSG00000012171,SEMA3B,ENST00000611067.4,-
ENSG00000012171,SEMA3B,ENST00000456560.6,-
ENSG00000012171,SEMA3B,ENST00000418576.3,-
ENSG00000161955,TNFSF13,ENST00000483039.5,-
ENSG00000161955,TNFSF13,ENST00000380535.8,-
ENSG00000161955,TNFSF13,ENST00000396542.5,-
ENSG00000161955,TNFSF13,ENST00000438470.5,-
ENSG00000161955,TNFSF13,ENST00000436057.5,-
ENSG00000161955,TNFSF13,ENST00000349228.8,-
ENSG00000161955,TNFSF13,ENST00000338784.9,-
ENSG00000161955,TNFSF13,ENST00000625791.2,-
ENSG00000161955,TNFSF13,ENST00000396545.4,-
ENSG00000175265,GOLGA8A,ENST00000699472.1,"hsa-miR-92b-3p,hsa-miR-25-3p,hsa-miR-18a-5p,hsa-miR-92a-3p"
ENSG00000175265,GOLGA8A,ENST00000359187.5,"hsa-miR-10a-5p,hsa-miR-25-3p,hsa-miR-130a-3p,hsa-miR-32-5p"
ENSG00000146263,MMS22L,ENST00000275053.8,"hsa-miR-342-3p,hsa-miR-125b-5p"
ENSG00000146263,MMS22L,ENST00000683635.1,"hsa-miR-20a-5p,hsa-miR-196a-5p,hsa-miR-320a-3p,hsa-miR-93-5p"
ENSG00000146263,MMS22L,ENST00000369251.6,-
ENSG00000146263,MMS22L,ENST00000509383.5,-
ENSG00000146263,MMS22L,ENST00000510018.5,-
ENSG00000146263,MMS22L,ENST00000482634.1,-
ENSG00000151151,IPMK,ENST00000373935.4,"hsa-miR-20a-5p,hsa-miR-17-5p,hsa-miR-339-5p,hsa-miR-425-5p,hsa-miR-191-5p"
ENSG00000139637,MYG1,ENST00000267103.10,-
ENSG00000139637,MYG1,ENST00000548632.5,-
ENSG00000139637,MYG1,ENST00000549488.5,-
ENSG00000139637,MYG1,ENST00000547864.1,-
ENSG00000122873,CISD1,ENST00000333926.6,"hsa-miR-92b-3p,hsa-miR-128-3p,hsa-miR-122-5p,hsa-miR-92a-3p"
ENSG00000103197,TSC2,ENST00000643088.1,-
ENSG00000103197,TSC2,ENST00000643946.1,-
ENSG00000103197,TSC2,ENST00000382538.10,-
ENSG00000103197,TSC2,ENST00000644135.1,-
ENSG00000103197,TSC2,ENST00000643745.1,hsa-miR-92a-3p
ENSG00000103197,TSC2,ENST00000219476.9,-
ENSG00000103197,TSC2,ENST00000642936.1,-
ENSG00000103197,TSC2,ENST00000401874.7,-
ENSG00000103197,TSC2,ENST00000644335.1,-
ENSG00000103197,TSC2,ENST00000646388.1,-
ENSG00000103197,TSC2,ENST00000643298.1,-
ENSG00000103197,TSC2,ENST00000439673.6,-
ENSG00000103197,TSC2,ENST00000350773.9,-
ENSG00000103197,TSC2,ENST00000642206.1,-
ENSG00000103197,TSC2,ENST00000644329.1,-
ENSG00000103197,TSC2,ENST00000439117.6,-
ENSG00000103197,TSC2,ENST00000642797.1,-
ENSG00000103197,TSC2,ENST00000644043.1,-
ENSG00000103197,TSC2,ENST00000642561.1,-
ENSG00000103197,TSC2,ENST00000568454.6,-
ENSG00000103197,TSC2,ENST00000644399.1,-
ENSG00000103197,TSC2,ENST00000644417.1,-
ENSG00000103197,TSC2,ENST00000432909.3,-
ENSG00000103197,TSC2,ENST00000568566.5,-
ENSG00000103197,TSC2,ENST00000642365.1,-
ENSG00000103197,TSC2,ENST00000646464.1,-
ENSG00000103197,TSC2,ENST00000483020.5,-
ENSG00000103197,TSC2,ENST00000471143.6,-
ENSG00000103197,TSC2,ENST00000569110.2,-
ENSG00000103197,TSC2,ENST00000645186.1,-
ENSG00000168993,CPLX1,ENST00000304062.11,-
ENSG00000168993,CPLX1,ENST00000505203.1,-
ENSG00000168993,CPLX1,ENST00000504062.1,-
ENSG00000204950,LRRC10B,ENST00000378075.4,-
ENSG00000107485,GATA3,ENST00000643001.1,-
ENSG00000107485,GATA3,ENST00000481743.2,-
ENSG00000107485,GATA3,ENST00000379328.9,"hsa-miR-122-5p,hsa-miR-142-3p"
ENSG00000107485,GATA3,ENST00000346208.4,"hsa-miR-122-5p,hsa-miR-142-3p"
ENSG00000107485,GATA3,ENST00000461472.1,-
ENSG00000149016,TUT1,ENST00000308436.11,-
ENSG00000149016,TUT1,ENST00000476907.6,-
ENSG00000149016,TUT1,ENST00000278279.7,-
ENSG00000149016,TUT1,ENST00000494385.1,-
ENSG00000149016,TUT1,ENST00000478537.1,-
ENSG00000215375,MYL5,ENST00000506838.5,-
ENSG00000215375,MYL5,ENST00000505477.5,-
ENSG00000215375,MYL5,ENST00000503300.5,-
ENSG00000215375,MYL5,ENST00000400159.7,-
ENSG00000215375,MYL5,ENST00000511290.5,-
ENSG00000215375,MYL5,ENST00000513662.1,-
ENSG00000215375,MYL5,ENST00000507804.1,-
ENSG00000182117,NOP10,ENST00000699934.1,-
ENSG00000182117,NOP10,ENST00000699926.1,-
ENSG00000182117,NOP10,ENST00000699935.1,-
ENSG00000182117,NOP10,ENST00000699936.1,-
ENSG00000182117,NOP10,ENST00000557912.2,-
ENSG00000182117,NOP10,ENST00000328848.6,-
ENSG00000182117,NOP10,ENST00000699937.1,-
ENSG00000182117,NOP10,ENST00000699938.1,-
ENSG00000204498,NFKBIL1,ENST00000376146.8,-
ENSG00000204498,NFKBIL1,ENST00000376148.9,"hsa-miR-93-3p,hsa-miR-103a-3p"
ENSG00000204498,NFKBIL1,ENST00000376145.8,-
ENSG00000204498,NFKBIL1,ENST00000496233.1,-
ENSG00000094914,AAAS,ENST00000548931.6,-
ENSG00000094914,AAAS,ENST00000394384.7,-
ENSG00000094914,AAAS,ENST00000209873.9,"hsa-miR-1296-5p,hsa-miR-193b-3p,hsa-miR-28-5p,hsa-miR-106b-5p"
ENSG00000094914,AAAS,ENST00000550286.5,-
ENSG00000094914,AAAS,ENST00000547757.2,-
ENSG00000035664,DAPK2,ENST00000261891.7,-
ENSG00000035664,DAPK2,ENST00000559007.5,hsa-miR-186-5p
ENSG00000035664,DAPK2,ENST00000457488.6,-
ENSG00000035664,DAPK2,ENST00000558064.1,-
ENSG00000035664,DAPK2,ENST00000612884.4,-
ENSG00000035664,DAPK2,ENST00000558069.5,-
ENSG00000035664,DAPK2,ENST00000561162.5,-
ENSG00000035664,DAPK2,ENST00000559306.1,-
ENSG00000170412,GPRC5C,ENST00000582444.1,-
ENSG00000170412,GPRC5C,ENST00000342648.9,-
ENSG00000170412,GPRC5C,ENST00000652232.1,-
ENSG00000170412,GPRC5C,ENST00000481232.2,-
ENSG00000170412,GPRC5C,ENST00000392627.7,-
ENSG00000170412,GPRC5C,ENST00000392628.7,-
ENSG00000170412,GPRC5C,ENST00000582473.2,-
ENSG00000170412,GPRC5C,ENST00000392629.3,-
ENSG00000170412,GPRC5C,ENST00000652294.1,-
ENSG00000170412,GPRC5C,ENST00000581590.1,-
ENSG00000149480,MTA2,ENST00000278823.7,"hsa-miR-125b-2-3p,hsa-miR-548a-3p,hsa-miR-151a-3p,hsa-miR-222-3p,hsa-miR-505-3p,hsa-miR-615-3p,hsa-miR-877-3p"
ENSG00000149480,MTA2,ENST00000524902.5,-
ENSG00000149480,MTA2,ENST00000527204.5,-
ENSG00000156515,HK1,ENST00000436817.6,-
ENSG00000156515,HK1,ENST00000450646.6,-
ENSG00000156515,HK1,ENST00000464803.6,-
ENSG00000156515,HK1,ENST00000483077.5,-
ENSG00000156515,HK1,ENST00000703944.1,-
ENSG00000156515,HK1,ENST00000476368.6,-
ENSG00000156515,HK1,ENST00000643399.2,-
ENSG00000156515,HK1,ENST00000483054.5,-
ENSG00000156515,HK1,ENST00000421088.5,-
ENSG00000156515,HK1,ENST00000298649.8,-
ENSG00000156515,HK1,ENST00000703945.1,-
ENSG00000156515,HK1,ENST00000703946.1,-
ENSG00000156515,HK1,ENST00000470050.2,-
ENSG00000156515,HK1,ENST00000703947.1,-
ENSG00000156515,HK1,ENST00000703948.1,-
ENSG00000156515,HK1,ENST00000359426.7,-
ENSG00000156515,HK1,ENST00000703949.1,-
ENSG00000156515,HK1,ENST00000493591.6,-
ENSG00000156515,HK1,ENST00000703950.1,-
ENSG00000156515,HK1,ENST00000703951.1,-
ENSG00000156515,HK1,ENST00000703952.1,-
ENSG00000156515,HK1,ENST00000703953.1,-
ENSG00000156515,HK1,ENST00000703954.1,-
ENSG00000183706,OR4N4,ENST00000328795.6,-
ENSG00000273173,SNURF,ENST00000577949.6,-
ENSG00000273173,SNURF,ENST00000580062.5,-
ENSG00000273173,SNURF,ENST00000338327.4,-
ENSG00000169435,RASSF6,ENST00000307439.10,-
ENSG00000169435,RASSF6,ENST00000342081.7,-
ENSG00000169435,RASSF6,ENST00000395777.6,-
ENSG00000169435,RASSF6,ENST00000335049.5,-
ENSG00000167851,CD300A,ENST00000648095.1,-
ENSG00000167851,CD300A,ENST00000360141.8,-
ENSG00000167851,CD300A,ENST00000392625.7,-
ENSG00000167851,CD300A,ENST00000310828.9,-
ENSG00000167851,CD300A,ENST00000361933.7,-
ENSG00000167851,CD300A,ENST00000577511.1,-
ENSG00000146192,FGD2,ENST00000373535.6,-
ENSG00000146192,FGD2,ENST00000274963.13,-
ENSG00000179564,LSMEM2,ENST00000316436.4,-
ENSG00000279408,OR4N4C,ENST00000623441.1,-
ENSG00000182974,OR4M2B,ENST00000332663.3,-
ENSG00000186792,HYAL3,ENST00000359051.7,-
ENSG00000186792,HYAL3,ENST00000621157.5,hsa-miR-17-5p
ENSG00000186792,HYAL3,ENST00000336307.6,-
ENSG00000186792,HYAL3,ENST00000415204.5,-
ENSG00000186792,HYAL3,ENST00000450982.6,-
ENSG00000186792,HYAL3,ENST00000513170.1,-
ENSG00000186792,HYAL3,ENST00000435141.1,-
ENSG00000137843,PAK6,ENST00000453867.7,-
ENSG00000137843,PAK6,ENST00000441369.6,-
ENSG00000137843,PAK6,ENST00000558658.6,-
ENSG00000137843,PAK6,ENST00000561230.5,-
ENSG00000137843,PAK6,ENST00000558055.5,-
ENSG00000137843,PAK6,ENST00000560346.6,-
ENSG00000137843,PAK6,ENST00000455577.6,-
ENSG00000137843,PAK6,ENST00000260404.8,-
ENSG00000137843,PAK6,ENST00000558878.6,-
ENSG00000137843,PAK6,ENST00000558183.6,-
ENSG00000137843,PAK6,ENST00000560806.6,-
ENSG00000137843,PAK6,ENST00000558106.5,-
ENSG00000137843,PAK6,ENST00000559617.5,-
ENSG00000137843,PAK6,ENST00000560684.6,-
ENSG00000137843,PAK6,ENST00000559139.5,-
ENSG00000137843,PAK6,ENST00000560669.5,-
ENSG00000137843,PAK6,ENST00000542403.3,-
ENSG00000149499,EML3,ENST00000439994.5,-
ENSG00000149499,EML3,ENST00000394773.7,-
ENSG00000149499,EML3,ENST00000394776.8,-
ENSG00000149499,EML3,ENST00000278845.8,-
ENSG00000149499,EML3,ENST00000531557.5,-
ENSG00000149499,EML3,ENST00000494176.6,-
ENSG00000149499,EML3,ENST00000529309.5,-
ENSG00000149499,EML3,ENST00000494448.5,hsa-miR-6837-5p
ENSG00000149499,EML3,ENST00000466886.5,-
ENSG00000149499,EML3,ENST00000466671.5,-
ENSG00000149499,EML3,ENST00000419857.1,-
ENSG00000243477,NAA80,ENST00000443094.3,-
ENSG00000243477,NAA80,ENST00000354862.4,-
ENSG00000243477,NAA80,ENST00000417393.1,-
ENSG00000243477,NAA80,ENST00000443842.1,-
ENSG00000243477,NAA80,ENST00000450489.1,-
ENSG00000243477,NAA80,ENST00000442620.5,-
ENSG00000243477,NAA80,ENST00000452674.1,-
ENSG00000169429,CXCL8,ENST00000696131.1,-
ENSG00000169429,CXCL8,ENST00000401931.1,-
ENSG00000169429,CXCL8,ENST00000696132.1,-
ENSG00000169429,CXCL8,ENST00000307407.8,"hsa-miR-19b-3p,hsa-miR-106b-5p"
ENSG00000171643,S100Z,ENST00000513010.5,-
ENSG00000171643,S100Z,ENST00000317593.9,-
ENSG00000171643,S100Z,ENST00000613039.1,-
ENSG00000072840,EVC,ENST00000264956.11,"hsa-miR-339-5p,hsa-miR-455-3p"
ENSG00000072840,EVC,ENST00000509451.1,-
ENSG00000178789,CD300LB,ENST00000392621.6,-
ENSG00000178789,CD300LB,ENST00000314401.3,-
ENSG00000145708,CRHBP,ENST00000274368.9,-
ENSG00000145708,CRHBP,ENST00000506501.1,-
ENSG00000090520,DNAJB11,ENST00000439351.5,"hsa-miR-29b-3p,hsa-miR-92a-3p,hsa-miR-1-5p"
ENSG00000090520,DNAJB11,ENST00000680338.1,-
ENSG00000090520,DNAJB11,ENST00000265028.8,"hsa-miR-181b-5p,hsa-miR-1-5p"
ENSG00000167850,CD300C,ENST00000330793.2,-
ENSG00000118503,TNFAIP3,ENST00000421450.2,-
ENSG00000118503,TNFAIP3,ENST00000612899.5,hsa-miR-27a-3p
ENSG00000118503,TNFAIP3,ENST00000420009.5,-
ENSG00000118503,TNFAIP3,ENST00000237289.8,hsa-miR-146a-5p
ENSG00000118503,TNFAIP3,ENST00000433680.2,-
ENSG00000169136,ATF5,ENST00000595125.5,-
ENSG00000169136,ATF5,ENST00000423777.7,hsa-miR-222-3p
ENSG00000169136,ATF5,ENST00000600336.1,-
ENSG00000169136,ATF5,ENST00000597227.5,-
ENSG00000169136,ATF5,ENST00000596658.1,-
ENSG00000204345,CD300LD,ENST00000375352.1,-
ENSG00000169976,SF3B5,ENST00000367569.4,hsa-miR-1269a
ENSG00000169733,RFNG,ENST00000310496.9,hsa-miR-99b-3p
ENSG00000169733,RFNG,ENST00000429557.7,-
ENSG00000169733,RFNG,ENST00000578356.1,-
ENSG00000135604,STX11,ENST00000698355.1,-
ENSG00000135604,STX11,ENST00000367568.5,hsa-miR-877-3p
ENSG00000135604,STX11,ENST00000698356.1,-
ENSG00000135604,STX11,ENST00000698357.1,-
ENSG00000204314,PRRT1,ENST00000375150.6,-
ENSG00000204314,PRRT1,ENST00000211413.10,-
ENSG00000095059,DHPS,ENST00000598246.5,-
ENSG00000095059,DHPS,ENST00000210060.12,-
ENSG00000095059,DHPS,ENST00000600639.1,-
ENSG00000095059,DHPS,ENST00000600864.5,-
ENSG00000095059,DHPS,ENST00000351660.9,-
ENSG00000095059,DHPS,ENST00000601639.5,-
ENSG00000095059,DHPS,ENST00000594424.5,-
ENSG00000095059,DHPS,ENST00000601537.5,-
ENSG00000095059,DHPS,ENST00000595912.5,-
ENSG00000095059,DHPS,ENST00000600451.5,-
ENSG00000095059,DHPS,ENST00000597152.5,-
ENSG00000095059,DHPS,ENST00000598850.5,-
ENSG00000095059,DHPS,ENST00000596162.1,-
ENSG00000095059,DHPS,ENST00000593423.5,-
ENSG00000095059,DHPS,ENST00000595100.1,-
ENSG00000154743,TSEN2,ENST00000680458.1,-
ENSG00000154743,TSEN2,ENST00000681713.1,-
ENSG00000154743,TSEN2,ENST00000679699.1,-
ENSG00000154743,TSEN2,ENST00000446004.6,-
ENSG00000154743,TSEN2,ENST00000681482.1,-
ENSG00000154743,TSEN2,ENST00000680873.1,-
ENSG00000154743,TSEN2,ENST00000681073.1,-
ENSG00000154743,TSEN2,ENST00000680376.1,-
ENSG00000154743,TSEN2,ENST00000681433.1,-
ENSG00000154743,TSEN2,ENST00000679756.1,-
ENSG00000154743,TSEN2,ENST00000681343.1,-
ENSG00000154743,TSEN2,ENST00000679424.1,-
ENSG00000154743,TSEN2,ENST00000680126.1,-
ENSG00000154743,TSEN2,ENST00000415684.6,-
ENSG00000154743,TSEN2,ENST00000680765.1,-
ENSG00000154743,TSEN2,ENST00000455118.6,hsa-miR-320a-3p
ENSG00000154743,TSEN2,ENST00000412698.3,-
ENSG00000154743,TSEN2,ENST00000680923.1,-
ENSG00000154743,TSEN2,ENST00000679670.1,-
ENSG00000154743,TSEN2,ENST00000680817.1,-
ENSG00000154743,TSEN2,ENST00000454502.6,-
ENSG00000154743,TSEN2,ENST00000284995.11,-
ENSG00000154743,TSEN2,ENST00000402228.7,-
ENSG00000154743,TSEN2,ENST00000679995.1,-
ENSG00000154743,TSEN2,ENST00000680275.1,-
ENSG00000154743,TSEN2,ENST00000681676.1,-
ENSG00000154743,TSEN2,ENST00000681042.1,-
ENSG00000154743,TSEN2,ENST00000679492.1,-
ENSG00000154743,TSEN2,ENST00000680857.1,-
ENSG00000154743,TSEN2,ENST00000679690.1,-
ENSG00000154743,TSEN2,ENST00000679555.1,-
ENSG00000154743,TSEN2,ENST00000680943.1,-
ENSG00000154743,TSEN2,ENST00000681227.1,-
ENSG00000154743,TSEN2,ENST00000679835.1,-
ENSG00000154743,TSEN2,ENST00000679785.1,-
ENSG00000154743,TSEN2,ENST00000680555.1,-
ENSG00000154743,TSEN2,ENST00000680421.1,-
ENSG00000154743,TSEN2,ENST00000679367.1,-
ENSG00000154743,TSEN2,ENST00000681268.1,-
ENSG00000154743,TSEN2,ENST00000679876.1,-
ENSG00000154743,TSEN2,ENST00000444864.6,-
ENSG00000154743,TSEN2,ENST00000679693.1,-
ENSG00000154743,TSEN2,ENST00000680449.1,-
ENSG00000154743,TSEN2,ENST00000681471.1,-
ENSG00000154743,TSEN2,ENST00000680598.1,-
ENSG00000154743,TSEN2,ENST00000680264.1,-
ENSG00000154743,TSEN2,ENST00000679425.1,-
ENSG00000154743,TSEN2,ENST00000681140.1,-
ENSG00000154743,TSEN2,ENST00000680986.1,-
ENSG00000154743,TSEN2,ENST00000680354.1,-
ENSG00000164252,AGGF1,ENST00000312916.12,"hsa-miR-30a-3p,hsa-miR-877-3p"
ENSG00000164252,AGGF1,ENST00000502408.1,-
ENSG00000164252,AGGF1,ENST00000506806.1,-
ENSG00000285085,,ENST00000428778.5,-
ENSG00000120265,PCMT1,ENST00000367384.7,-
ENSG00000120265,PCMT1,ENST00000484601.6,-
ENSG00000120265,PCMT1,ENST00000367378.6,-
ENSG00000120265,PCMT1,ENST00000367380.9,-
ENSG00000120265,PCMT1,ENST00000544496.5,-
ENSG00000120265,PCMT1,ENST00000460828.6,-
ENSG00000120265,PCMT1,ENST00000494411.6,-
ENSG00000120265,PCMT1,ENST00000464889.7,"hsa-miR-99a-5p,hsa-miR-30a-5p,hsa-miR-106b-3p,hsa-miR-877-3p"
ENSG00000120265,PCMT1,ENST00000486585.2,-
ENSG00000120265,PCMT1,ENST00000495487.1,-
ENSG00000181215,C4orf50,ENST00000639345.1,-
ENSG00000181215,C4orf50,ENST00000531445.3,-
ENSG00000284684,,ENST00000636216.1,-
ENSG00000165119,HNRNPK,ENST00000704004.1,-
ENSG00000165119,HNRNPK,ENST00000376263.8,-
ENSG00000165119,HNRNPK,ENST00000376281.8,-
ENSG00000165119,HNRNPK,ENST00000704005.1,-
ENSG00000165119,HNRNPK,ENST00000351839.7,-
ENSG00000165119,HNRNPK,ENST00000704006.1,-
ENSG00000165119,HNRNPK,ENST00000704051.1,-
ENSG00000165119,HNRNPK,ENST00000704007.1,-
ENSG00000165119,HNRNPK,ENST00000704008.1,-
ENSG00000165119,HNRNPK,ENST00000704009.1,-
ENSG00000165119,HNRNPK,ENST00000704010.1,-
ENSG00000165119,HNRNPK,ENST00000704011.1,-
ENSG00000165119,HNRNPK,ENST00000704052.1,-
ENSG00000165119,HNRNPK,ENST00000704053.1,-
ENSG00000165119,HNRNPK,ENST00000704012.1,-
ENSG00000165119,HNRNPK,ENST00000704013.1,-
ENSG00000165119,HNRNPK,ENST00000360384.9,-
ENSG00000165119,HNRNPK,ENST00000704054.1,-
ENSG00000165119,HNRNPK,ENST00000704055.1,-
ENSG00000165119,HNRNPK,ENST00000704056.1,-
ENSG00000165119,HNRNPK,ENST00000472778.6,-
ENSG00000165119,HNRNPK,ENST00000704057.1,-
ENSG00000165119,HNRNPK,ENST00000704058.1,-
ENSG00000165119,HNRNPK,ENST00000457156.6,-
ENSG00000165119,HNRNPK,ENST00000704059.1,-
ENSG00000165119,HNRNPK,ENST00000481820.6,"hsa-miR-99a-5p,hsa-miR-25-3p,hsa-miR-374a-5p,hsa-miR-7-1-3p,hsa-miR-3065-5p,hsa-miR-7-5p,hsa-miR-224-5p"
ENSG00000165119,HNRNPK,ENST00000704014.1,-
ENSG00000165119,HNRNPK,ENST00000704015.1,-
ENSG00000165119,HNRNPK,ENST00000704016.1,-
ENSG00000165119,HNRNPK,ENST00000704060.1,-
ENSG00000174123,TLR10,ENST00000308973.9,"hsa-miR-122-5p,hsa-miR-103a-3p"
ENSG00000174123,TLR10,ENST00000361424.6,hsa-miR-122-5p
ENSG00000174123,TLR10,ENST00000613579.4,hsa-miR-122-5p
ENSG00000174123,TLR10,ENST00000622002.4,"hsa-miR-122-5p,hsa-miR-92a-3p"
ENSG00000174123,TLR10,ENST00000506111.1,hsa-miR-122-5p
ENSG00000174123,TLR10,ENST00000508334.1,-
ENSG00000174123,TLR10,ENST00000502321.5,-
ENSG00000285000,,ENST00000646704.1,-
ENSG00000083097,DOP1A,ENST00000237163.9,-
ENSG00000083097,DOP1A,ENST00000349129.7,-
ENSG00000083097,DOP1A,ENST00000369739.7,-
ENSG00000083097,DOP1A,ENST00000604380.1,-
ENSG00000132846,ZBED3,ENST00000255198.3,-
ENSG00000132846,ZBED3,ENST00000511587.1,-
ENSG00000169718,DUS1L,ENST00000306796.10,-
ENSG00000169718,DUS1L,ENST00000354321.11,"hsa-let-7e-5p,hsa-miR-193b-3p"
ENSG00000169718,DUS1L,ENST00000577574.5,-
ENSG00000169718,DUS1L,ENST00000538833.6,-
ENSG00000169718,DUS1L,ENST00000542088.2,-
ENSG00000169718,DUS1L,ENST00000580731.1,-
ENSG00000169718,DUS1L,ENST00000582529.5,-
ENSG00000169718,DUS1L,ENST00000578907.5,-
ENSG00000169718,DUS1L,ENST00000578176.5,-
ENSG00000169718,DUS1L,ENST00000577907.1,-
ENSG00000198535,C2CD4A,ENST00000355522.5,-
ENSG00000205502,C2CD4B,ENST00000380392.4,-
ENSG00000174125,TLR1,ENST00000308979.7,-
ENSG00000174125,TLR1,ENST00000502213.6,-
ENSG00000174125,TLR1,ENST00000505940.1,-
ENSG00000174125,TLR1,ENST00000515861.5,-
ENSG00000174125,TLR1,ENST00000506146.5,-
ENSG00000174125,TLR1,ENST00000508364.1,-
ENSG00000170374,SP7,ENST00000536324.4,-
ENSG00000170374,SP7,ENST00000303846.3,-
ENSG00000170374,SP7,ENST00000537210.2,-
ENSG00000170374,SP7,ENST00000547755.1,-
ENSG00000164050,PLXNB1,ENST00000296440.11,hsa-miR-194-5p
ENSG00000164050,PLXNB1,ENST00000358536.8,-
ENSG00000164050,PLXNB1,ENST00000456774.5,-
ENSG00000164050,PLXNB1,ENST00000449094.5,-
ENSG00000140451,PIF1,ENST00000559239.2,-
ENSG00000140451,PIF1,ENST00000268043.8,-
