gene ID,gene name,mRNA,miRNAs
WBGene00003786,npa-1,VC5.3b.7,"cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-237-5p,cel-miR-79-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-77-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-1822-3p,cel-let-7-5p,cel-miR-1829b-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p"
WBGene00003786,npa-1,VC5.3b.8,"cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-237-5p,cel-miR-79-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-77-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-1829b-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p"
WBGene00003787,npp-1,K07F5.13a.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-79-5p,cel-miR-79-3p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-81-3p,cel-miR-84-5p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-56-3p,cel-miR-48-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p"
WBGene00003787,npp-1,K07F5.13b.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-58a-3p,cel-miR-45-3p,cel-miR-56-3p,cel-miR-74-3p,cel-miR-44-3p,cel-miR-79-5p,cel-miR-48-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-238-3p,cel-miR-84-5p"
WBGene00003787,npp-1,K07F5.13c.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-79-5p,cel-miR-79-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-84-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-56-3p,cel-miR-48-5p,cel-miR-2-3p,cel-miR-64-5p"
WBGene00003788,npp-2,T01G9.4.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-56-3p,cel-miR-237-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-46-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-54-3p,cel-miR-235-3p"
WBGene00003789,npp-3,K12D12.2.1,"cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-233-3p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-49-3p,cel-miR-44-3p,cel-miR-67-3p,cel-miR-234-3p,cel-miR-34-5p,cel-miR-786-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-52-5p,cel-miR-245-3p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-76-3p,cel-miR-4816-3p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-58a-3p,cel-miR-254-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p"
WBGene00003790,npp-4,Y54E5A.4.1,"cel-miR-51-5p,cel-miR-82-3p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-37-3p,cel-let-7-5p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-238-3p,cel-miR-81-3p,cel-miR-70-3p,cel-miR-71-5p"
WBGene00003791,npp-5,F07A11.3.1,"cel-miR-51-5p,cel-miR-1-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-46-5p,cel-miR-67-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-45-3p,cel-miR-50-5p,cel-miR-47-5p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-lin-4-5p,cel-miR-65-5p"
WBGene00003792,npp-6,F56A3.3a.1,"cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-44-3p,cel-miR-49-3p,cel-miR-37-3p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-236-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-235-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-35-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p"
WBGene00003792,npp-6,F56A3.3a.2,"cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-44-3p,cel-miR-49-3p,cel-miR-37-3p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-236-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-235-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-35-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p"
WBGene00003792,npp-6,F56A3.3b.1,"cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-44-3p,cel-miR-49-3p,cel-miR-37-3p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-236-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-235-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-35-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p"
WBGene00003793,npp-7,T19B4.2.1,"cel-miR-55-3p,cel-miR-72-5p,cel-miR-1-3p,cel-miR-233-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-5551-5p,cel-miR-44-3p,cel-miR-67-3p,cel-miR-34-5p,cel-miR-234-3p,cel-miR-230-5p,cel-miR-786-3p,cel-miR-54-3p,cel-miR-795-5p,cel-miR-81-3p,cel-miR-84-5p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-791-3p,cel-miR-58a-5p,cel-miR-71-3p,cel-miR-245-3p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-50-5p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-80-3p,cel-miR-241-3p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-48-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-242,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p,cel-miR-87-3p"
WBGene00003794,npp-8,Y41D4B.19a.1,"cel-miR-72-5p,cel-miR-58a-3p,cel-miR-2-3p,cel-miR-90-3p,cel-miR-80-3p,cel-miR-53-5p"
WBGene00003794,npp-8,Y41D4B.19b.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-74-3p,cel-miR-79-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-228-5p,cel-miR-50-5p,cel-miR-56-3p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00003794,npp-8,Y41D4B.19c.1,"cel-miR-57-5p,cel-miR-48-5p,cel-miR-79-3p,cel-miR-56-3p,cel-miR-71-5p"
WBGene00003795,npp-9,F59A2.1a.1,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-4806-3p,cel-miR-259-5p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-39-3p,cel-miR-81-3p,cel-miR-38-3p,cel-miR-52-5p,cel-miR-58a-5p,cel-miR-50-5p,cel-miR-56-3p,cel-miR-48-5p,cel-miR-46-3p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-45-3p,cel-miR-35-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00003795,npp-9,F59A2.1a.2,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-4806-3p,cel-miR-259-5p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-39-3p,cel-miR-81-3p,cel-miR-38-3p,cel-miR-52-5p,cel-miR-58a-5p,cel-miR-50-5p,cel-miR-56-3p,cel-miR-48-5p,cel-miR-46-3p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-45-3p,cel-miR-35-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00003795,npp-9,F59A2.1b.1,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-4806-3p,cel-miR-259-5p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-39-3p,cel-miR-81-3p,cel-miR-38-3p,cel-miR-52-5p,cel-miR-58a-5p,cel-miR-50-5p,cel-miR-56-3p,cel-miR-48-5p,cel-miR-46-3p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-45-3p,cel-miR-35-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00003796,npp-10,ZK328.5a.1,"cel-miR-51-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-65-5p,cel-let-7-5p,cel-miR-44-5p,cel-miR-2-3p,cel-miR-90-3p,cel-miR-64-5p,cel-miR-42-3p,cel-miR-53-5p"
WBGene00003796,npp-10,ZK328.5b.1,"cel-miR-51-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-90-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-46-5p,cel-lin-4-5p,cel-miR-235-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-46-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-44-5p,cel-miR-64-5p,cel-miR-236-3p,cel-miR-42-3p,cel-miR-65-5p"
WBGene00003796,npp-10,ZK328.5c.1,"cel-miR-51-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-65-5p,cel-let-7-5p,cel-miR-44-5p,cel-miR-2-3p,cel-miR-90-3p,cel-miR-64-5p,cel-miR-42-3p,cel-miR-53-5p"
WBGene00003797,npp-11,F53F10.5.1,"cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-2209a-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-62,cel-miR-47-3p,cel-miR-46-3p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-77-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-35-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-83-3p"
WBGene00003798,npp-12,T23H2.1.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-44-3p,cel-miR-247-3p,cel-miR-786-3p,cel-miR-41-3p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-36-3p,cel-miR-228-5p,cel-miR-50-5p,cel-miR-244-5p,cel-miR-47-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-236-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-238-5p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-2-5p,cel-lin-4-5p,cel-miR-83-3p"
WBGene00003799,npp-13,Y37E3.15a.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-72-5p,cel-miR-229-3p,cel-miR-1-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-79-3p,cel-miR-67-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-124-3p,cel-miR-64-5p,cel-miR-53-5p"
WBGene00003799,npp-13,Y37E3.15c.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-72-5p,cel-miR-229-3p,cel-miR-1-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-79-3p,cel-miR-67-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-124-3p,cel-miR-64-5p,cel-miR-53-5p"
WBGene00003800,npp-14,C03D6.4.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-791-5p,cel-miR-54-3p,cel-miR-70-3p,cel-miR-77-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-232-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-90-3p,cel-miR-42-3p"
WBGene00003801,npp-15,C29E4.4.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-82-3p,cel-miR-229-5p,cel-miR-237-5p,cel-miR-86-5p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-245-3p,cel-miR-228-5p,cel-miR-2218a-3p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-62,cel-miR-48-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-42-3p,cel-miR-65-5p"
WBGene00003802,npp-16,Y56A3A.17.1,"cel-miR-234-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-46-3p"
WBGene00003803,rae-1,F10G8.3.1,"cel-miR-788-5p,cel-miR-52-5p,cel-miR-1-3p,cel-miR-45-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-50-5p,cel-miR-86-5p,cel-miR-81-3p,cel-miR-240-3p,cel-miR-54-3p,cel-miR-65-5p"
WBGene00003803,rae-1,F10G8.3.2,"cel-miR-788-5p,cel-miR-52-5p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-45-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-50-5p,cel-miR-86-5p,cel-miR-48-5p,cel-miR-81-3p,cel-miR-240-3p,cel-miR-54-3p,cel-miR-65-5p"
WBGene00003804,npp-18,Y43F4B.4.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-52-5p,cel-miR-1-3p,cel-miR-80-3p,cel-miR-50-5p,cel-miR-86-5p,cel-miR-46-3p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-71-5p"
WBGene00003805,npp-19,R06F6.5a.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-52-5p,cel-miR-80-3p,cel-miR-1818,cel-miR-48-5p,cel-miR-235-3p,cel-miR-53-5p"
WBGene00003805,npp-19,R06F6.5b.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-52-5p,cel-miR-80-3p,cel-miR-1818,cel-miR-48-5p,cel-miR-235-3p,cel-miR-53-5p"
WBGene00003806,npp-20,Y77E11A.13a.1,"cel-miR-72-5p,cel-miR-58a-3p,cel-miR-52-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-90-3p,cel-miR-54-3p,cel-miR-238-3p"
WBGene00003806,npp-20,Y77E11A.13b.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-47-3p,cel-let-7-5p,cel-miR-90-3p,cel-miR-54-3p,cel-miR-238-3p"
WBGene00003807,npr-1,C39E6.6.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-55-3p,cel-miR-230-3p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-46-5p,cel-miR-229-5p,cel-miR-54-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-56-3p,cel-miR-47-3p,cel-miR-46-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-42-3p,cel-miR-65-5p"
WBGene00003808,npr-2,T05A1.1a.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-90-3p,cel-miR-238-3p,cel-miR-77-3p,cel-miR-87-3p"
WBGene00003808,npr-2,T05A1.1b.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-90-3p,cel-miR-238-3p,cel-miR-77-3p,cel-miR-87-3p"
WBGene00003808,npr-2,T05A1.1b.2,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-90-3p,cel-miR-238-3p,cel-miR-77-3p,cel-miR-87-3p"
WBGene00003808,npr-2,T05A1.1c.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-90-3p,cel-miR-238-3p,cel-miR-77-3p,cel-miR-87-3p"
WBGene00003812,nrf-5,F55B12.5.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-82-3p,cel-miR-60-3p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-34-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-58a-5p,cel-miR-75-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-65-5p"
WBGene00003813,nrf-6,C08B11.4.1,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-259-5p,cel-miR-67-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-245-3p,cel-miR-228-5p,cel-miR-71-3p,cel-miR-48-5p,cel-miR-46-3p,cel-miR-42-3p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-241-3p,cel-miR-48-3p,cel-miR-235-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-45-3p,cel-miR-37-5p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00003815,nars-1,F22D6.3a.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-228-3p,cel-miR-1-3p,cel-miR-80-3p,cel-miR-86-5p,cel-miR-64-3p,cel-miR-67-3p,cel-miR-235-3p,cel-miR-84-5p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-34-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-2-3p,cel-lin-4-5p,cel-miR-83-3p"
WBGene00003816,asns-1,F25G6.6.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-5594-5p,cel-miR-229-5p,cel-miR-80-3p,cel-lin-4-5p,cel-miR-70-3p,cel-miR-71-5p"
WBGene00003818,nsf-1,H15N14.2a.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-55-3p,cel-miR-72-5p,cel-miR-1-3p,cel-miR-43-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-81-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-58a-5p,cel-miR-228-5p,cel-miR-66-3p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-65-5p"
WBGene00003818,nsf-1,H15N14.2b.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-52-5p,cel-miR-1-3p,cel-miR-66-3p,cel-miR-80-3p,cel-miR-56-3p,cel-miR-229-5p,cel-miR-47-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-65-5p,cel-miR-71-5p"
WBGene00003821,nst-1,K01C8.9.1,"cel-miR-57-5p,cel-miR-72-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-70-5p,cel-miR-73-3p,cel-miR-63-3p,cel-miR-86-5p,cel-miR-79-3p,cel-let-7-5p,cel-miR-235-3p,cel-miR-54-3p"
WBGene00003822,nsy-1,F59A6.1a.1,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-49-3p,cel-miR-230-5p,cel-miR-54-3p,cel-miR-39-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-50-5p,cel-miR-5551-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-86-5p,cel-miR-241-3p,cel-miR-1830-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-45-3p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00003822,nsy-1,F59A6.1b.1,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-49-3p,cel-miR-230-5p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-50-5p,cel-miR-5551-3p,cel-miR-48-5p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-86-5p,cel-miR-241-3p,cel-miR-1830-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-45-3p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00003825,ntl-2,B0286.4a.1,"cel-miR-58a-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-80-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-77-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-56-3p,cel-miR-65-5p,cel-let-7-5p,cel-miR-90-3p,cel-miR-42-3p,cel-miR-53-5p"
WBGene00003825,ntl-2,B0286.4b.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-60-3p,cel-miR-53-5p,cel-miR-80-3p,cel-miR-56-3p,cel-let-7-5p,cel-miR-90-3p,cel-miR-54-3p,cel-miR-42-3p,cel-miR-238-3p,cel-miR-65-5p,cel-miR-70-3p,cel-miR-71-5p"
WBGene00003825,ntl-2,B0286.4c.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-80-3p,cel-miR-56-3p,cel-let-7-5p,cel-miR-90-3p,cel-miR-54-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-65-5p,cel-miR-70-3p,cel-miR-71-5p"
