gene ID,gene name,mRNA,miRNAs
WBGene00019766,slmp-1,M4.1a.1,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-71-3p,cel-miR-50-5p,cel-miR-244-5p,cel-miR-62,cel-miR-47-3p,cel-miR-2-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-70-3p,cel-miR-77-3p,cel-miR-71-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-lin-4-5p"
WBGene00019766,slmp-1,M4.1b.1,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-71-3p,cel-miR-50-5p,cel-miR-244-5p,cel-miR-62,cel-miR-47-3p,cel-miR-2-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-70-3p,cel-miR-77-3p,cel-miR-71-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-lin-4-5p"
WBGene00019767,rpa-2,M04F3.1.1,"cel-miR-51-5p,cel-miR-235-5p,cel-miR-52-5p,cel-miR-1-3p,cel-miR-248,cel-miR-50-5p,cel-miR-79-3p,cel-miR-46-3p,cel-miR-54-3p,cel-miR-70-3p,cel-miR-71-5p"
WBGene00019769,kin-35,M04F3.3.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-1-3p,cel-miR-229-5p,cel-miR-56-3p,cel-miR-49-3p,cel-miR-80-3p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-34-5p,cel-miR-124-3p,cel-miR-64-5p"
WBGene00019770,,M04F3.4a.1,"cel-miR-72-5p,cel-miR-58a-3p,cel-miR-52-5p,cel-miR-1-3p,cel-miR-229-5p,cel-miR-53-5p"
WBGene00019770,,M04F3.4b.1,"cel-miR-72-5p,cel-miR-58a-3p,cel-miR-52-5p,cel-miR-53-5p"
WBGene00019771,,M04F3.5a.1,"cel-miR-51-5p,cel-miR-55-3p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-84-5p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-64-5p"
WBGene00019771,,M04F3.5b.1,"cel-miR-51-5p,cel-miR-55-3p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-84-5p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-64-5p"
WBGene00019772,,M04G7.1.1,"cel-miR-788-5p,cel-miR-86-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-53-5p,cel-miR-70-3p"
WBGene00019773,,M04G7.2a.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-54-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-56-3p,cel-miR-46-3p,cel-miR-235-3p,cel-lin-4-5p,cel-miR-238-3p"
WBGene00019773,,M04G7.2b.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-54-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-56-3p,cel-miR-46-3p,cel-miR-235-3p,cel-lin-4-5p,cel-miR-238-3p"
WBGene00019774,npr-37,M04G7.3a.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-36-3p,cel-miR-48-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p"
WBGene00019774,npr-37,M04G7.3b.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-36-3p,cel-miR-48-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p"
WBGene00019776,,M6.4.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-233-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-58a-3p,cel-miR-238-5p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-86-5p,cel-lin-4-5p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-81-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-244-5p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-let-7-5p,cel-miR-236-3p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-83-3p"
WBGene00019777,,M57.1.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-229-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-80-3p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-235-3p,cel-miR-40-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-45-3p,cel-miR-50-5p,cel-miR-46-3p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-42-3p"
WBGene00019777,,M57.1.2,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-229-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-80-3p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-235-3p,cel-miR-40-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-45-3p,cel-miR-50-5p,cel-miR-46-3p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-42-3p"
WBGene00019777,,M57.1.3,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-229-5p,cel-miR-63-3p,cel-miR-74-3p,cel-miR-44-3p,cel-miR-80-3p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-40-3p,cel-miR-235-3p,cel-miR-84-5p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-50-5p,cel-miR-46-3p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-83-3p"
WBGene00019777,,M57.1.4,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-229-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-80-3p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-235-3p,cel-miR-40-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-45-3p,cel-miR-50-5p,cel-miR-46-3p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-42-3p"
WBGene00019778,,M57.2a.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-52-5p,cel-miR-55-3p,cel-miR-228-5p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-56-3p,cel-miR-244-5p,cel-let-7-5p,cel-miR-2-3p,cel-miR-1829b-5p,cel-miR-54-3p,cel-miR-236-3p"
WBGene00019778,,M57.2b.1,-
WBGene00019779,endu-2,M60.2.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-55-3p,cel-miR-82-3p,cel-miR-1-3p,cel-miR-228-3p,cel-miR-43-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-86-5p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-81-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-56-3p,cel-miR-62,cel-miR-244-5p,cel-miR-252-5p,cel-miR-46-3p,cel-let-7-5p,cel-miR-2-3p,cel-lin-4-5p,cel-miR-42-3p"
WBGene00019780,,M60.4a.1,"cel-miR-52-5p,cel-miR-72-5p,cel-miR-228-5p,cel-miR-1820-5p,cel-miR-246-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-74-3p,cel-miR-48-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-54-3p,cel-miR-84-5p"
WBGene00019780,,M60.4b.1,"cel-miR-52-5p,cel-miR-72-5p,cel-miR-228-5p,cel-miR-1820-5p,cel-miR-246-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-74-3p,cel-miR-48-5p,cel-let-7-5p,cel-miR-84-5p"
WBGene00019781,,M60.6.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-228-5p,cel-miR-54-3p,cel-miR-60-3p,cel-miR-35-3p,cel-miR-229-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-795-5p,cel-lin-4-5p,cel-miR-238-3p,cel-miR-65-5p,cel-miR-71-5p"
WBGene00019782,,M60.7.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-52-5p,cel-miR-72-5p,cel-miR-228-5p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-81-3p,cel-miR-46-3p,cel-let-7-5p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-71-5p"
WBGene00019783,,M70.1a.1,"cel-miR-51-5p,cel-miR-230-3p,cel-miR-52-5p,cel-miR-229-3p,cel-miR-228-5p,cel-miR-58a-3p,cel-miR-54-3p,cel-miR-72-5p,cel-miR-788-5p,cel-miR-229-5p,cel-miR-56-3p,cel-let-7-5p,cel-miR-235-3p"
WBGene00019783,,M70.1b.1,"cel-miR-51-5p,cel-miR-230-3p,cel-miR-72-5p,cel-miR-229-3p,cel-miR-228-5p,cel-miR-58a-3p,cel-miR-54-3p,cel-miR-788-5p,cel-miR-52-5p,cel-miR-229-5p,cel-miR-56-3p,cel-let-7-5p,cel-miR-235-3p"
WBGene00019784,,M70.2.1,"cel-miR-54-3p,cel-miR-52-5p"
WBGene00019785,,M70.3a.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-72-5p,cel-miR-229-3p,cel-miR-228-5p,cel-miR-54-3p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-52-5p,cel-miR-66-5p,cel-let-7-5p,cel-miR-235-3p,cel-miR-71-5p"
WBGene00019785,,M70.3b.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-72-5p,cel-miR-229-3p,cel-miR-228-5p,cel-miR-54-3p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-52-5p,cel-miR-66-5p,cel-let-7-5p,cel-miR-235-3p,cel-miR-71-5p"
WBGene00019785,,M70.3c.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-72-5p,cel-miR-229-3p,cel-miR-228-5p,cel-miR-54-3p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-52-5p,cel-miR-66-5p,cel-let-7-5p,cel-miR-235-3p,cel-miR-71-5p"
WBGene00019786,,M70.4a.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-86-5p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-45-3p,cel-miR-48-5p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-65-5p"
WBGene00019786,,M70.4b.1,cel-miR-1-3p
WBGene00019787,,M70.5.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-229-5p,cel-miR-44-3p,cel-miR-80-3p,cel-miR-79-3p,cel-miR-34-5p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-124-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-87-5p,cel-miR-87-3p"
WBGene00019788,,M116.1.1,"cel-miR-66-5p,cel-miR-1-3p,cel-miR-64-5p,cel-let-7-5p"
WBGene00019791,sdz-25,M116.4.1,"cel-miR-66-5p,cel-miR-1-3p,cel-miR-64-5p,cel-let-7-5p"
WBGene00019792,,M116.5.1,"cel-miR-51-5p,cel-miR-55-3p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-46-5p,cel-miR-237-5p,cel-miR-247-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-47-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-87-3p"
WBGene00019793,,M151.1a.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-244-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-65-5p"
WBGene00019793,,M151.1b.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-244-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-65-5p"
WBGene00019793,,M151.1c.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-244-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-65-5p"
WBGene00019793,,M151.1d.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-244-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-65-5p"
WBGene00019794,,M151.2.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-46-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-259-5p,cel-miR-48-3p,cel-miR-235-3p,cel-miR-54-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-45-3p,cel-miR-48-5p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-65-5p"
WBGene00019794,,M151.2.2,"cel-miR-52-5p,cel-miR-72-5p,cel-miR-45-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-46-5p,cel-miR-235-3p,cel-miR-54-3p"
WBGene00019795,,M151.3.1,"cel-miR-57-5p,cel-miR-233-3p,cel-miR-52-5p,cel-miR-1-3p,cel-miR-90-3p,cel-miR-241-5p,cel-miR-238-3p"
WBGene00019797,fbxb-31,M151.5.1,"cel-miR-788-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-1-3p,cel-miR-4929,cel-miR-229-5p,cel-miR-56-3p,cel-miR-64-5p"
WBGene00019799,,M151.7.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-82-3p,cel-miR-60-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-237-5p,cel-miR-786-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-81-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-2-3p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-42-3p,cel-miR-65-5p"
WBGene00019800,mtss-1,PAR2.1.1,"cel-miR-228-5p,cel-miR-241-5p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-47-3p,cel-miR-34-5p,cel-miR-46-3p,cel-miR-65-5p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-81-3p,cel-miR-70-3p"
WBGene00019801,aak-1,PAR2.3a.1,"cel-miR-41-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-38-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-79-3p,cel-miR-54-3p,cel-miR-53-5p,cel-miR-71-5p"
WBGene00019801,aak-1,PAR2.3b.1,"cel-miR-41-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-4805-3p,cel-miR-38-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-79-3p,cel-miR-64-5p,cel-miR-54-3p,cel-miR-53-5p,cel-miR-71-5p"
WBGene00019803,,PDB1.1a.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-787-3p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-245-3p,cel-miR-228-5p,cel-miR-58a-5p,cel-miR-246-3p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-50-5p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-356b-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-87-3p"
WBGene00019803,,PDB1.1b.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-787-3p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-245-3p,cel-miR-228-5p,cel-miR-58a-5p,cel-miR-246-3p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-50-5p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-356b-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-87-3p"
WBGene00019803,,PDB1.1c.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-787-3p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-245-3p,cel-miR-228-5p,cel-miR-58a-5p,cel-miR-246-3p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-50-5p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-356b-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-87-3p"
WBGene00019804,,R01B10.2.1,cel-miR-70-3p
WBGene00019805,,R01B10.3.1,"cel-miR-75-3p,cel-miR-46-3p,cel-miR-47-3p"
WBGene00019806,pgap-3,R01B10.4.1,"cel-miR-58a-3p,cel-miR-60-3p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-56-3p,cel-miR-37-3p,cel-miR-47-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-40-3p,cel-miR-42-3p"
WBGene00019807,jamp-1,R01B10.5a.1,"cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-45-3p,cel-miR-50-5p,cel-miR-62,cel-miR-56-3p,cel-miR-48-5p,cel-miR-46-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-247-5p,cel-miR-65-5p"
WBGene00019807,jamp-1,R01B10.5b.1,"cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-45-3p,cel-miR-50-5p,cel-miR-62,cel-miR-56-3p,cel-miR-48-5p,cel-miR-46-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-247-5p,cel-miR-65-5p"
WBGene00019808,seip-1,R01B10.6.1,"cel-miR-57-5p,cel-miR-245-3p,cel-miR-55-3p,cel-miR-241-5p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-48-5p,cel-miR-90-3p,cel-miR-71-5p"
WBGene00019809,,R01H2.1.1,"cel-miR-52-5p,cel-miR-53-5p,cel-miR-80-3p"
WBGene00019810,,R01H2.2.1,"cel-miR-55-3p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-61-3p,cel-miR-60-3p,cel-miR-41-3p,cel-miR-64-5p,cel-miR-786-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-235-3p"
WBGene00019811,egg-2,R01H2.3.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-229-3p,cel-miR-238-5p,cel-miR-60-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-67-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-244-5p,cel-miR-87-3p,cel-miR-2-3p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-65-5p,cel-miR-2209b-5p"
WBGene00019812,,R01H2.4a.1,"cel-miR-72-5p,cel-miR-229-3p,cel-miR-1-3p,cel-miR-229-5p,cel-miR-50-5p,cel-miR-2-3p,cel-miR-8187-3p,cel-miR-8188-5p,cel-miR-77-3p"
WBGene00019812,,R01H2.4b.1,"cel-miR-72-5p,cel-miR-50-5p,cel-miR-1-3p,cel-miR-2-3p"
WBGene00019813,ger-1,R01H2.5.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-71-5p,cel-miR-42-3p,cel-miR-237-5p"
WBGene00019814,,R02C2.1.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-229-5p,cel-miR-244-5p,cel-miR-79-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-235-3p,cel-miR-238-3p"
WBGene00019815,kin-34,R02C2.2.1,"cel-miR-51-5p,cel-miR-75-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-48-5p,cel-miR-235-3p,cel-miR-61-3p,cel-miR-71-5p"
WBGene00019815,kin-34,R02C2.2.2,"cel-miR-51-5p,cel-miR-75-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-48-5p,cel-miR-235-3p,cel-miR-61-3p,cel-miR-71-5p"
WBGene00019816,nhr-204,R02C2.4a.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-55-3p,cel-miR-72-5p,cel-miR-1-3p,cel-miR-229-3p,cel-miR-60-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-75-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-35-3p,cel-miR-56-3p,cel-miR-42-3p"
WBGene00019816,nhr-204,R02C2.4b.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-55-3p,cel-miR-72-5p,cel-miR-1-3p,cel-miR-230-3p,cel-miR-60-3p,cel-miR-229-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-75-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-35-3p,cel-miR-56-3p,cel-miR-42-3p,cel-miR-65-5p"
WBGene00019817,txt-2,R02C2.6.1,"cel-miR-250-3p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-65-5p,cel-miR-70-3p"
WBGene00019817,txt-2,R02C2.6.2,"cel-miR-250-3p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-65-5p,cel-miR-70-3p"
WBGene00019818,,R02C2.7.1,"cel-miR-1818,cel-miR-53-5p,cel-miR-70-3p"
WBGene00019819,aass-1,R02D3.1a.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-241-5p,cel-miR-229-5p,cel-miR-49-3p,cel-miR-74-3p,cel-miR-80-3p,cel-miR-54-3p,cel-miR-52-5p,cel-miR-36-3p,cel-miR-228-5p,cel-miR-35-3p,cel-miR-56-3p,cel-miR-62,cel-miR-50-5p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-let-7-5p,cel-lin-4-5p,cel-miR-65-5p"
